pred_x,pred_y,true_x,true_y,euclidean_error
1.238352330643927,2.454848882776327,0.0,0.36571428,2.4285798078977447
-0.1850991404923925,1.0741525462237405,0.0,0.48,0.6223173949000433
1.897195143281381,0.169034038691314,0.0,0.5942857,1.944270656862428
0.718189046610082,0.39707774101880355,0.0,0.70857143,0.7828306489566009
-0.4944591732221483,0.7150971542359086,0.0,0.82285714,0.5060653006435114
1.1159943940470705,1.867539390147523,0.0,0.93714285,1.4529560246142927
2.258868850596043,0.3273351280809481,0.0034888792,1.0,2.3535540880311823
0.19918381571503319,0.7309432294077816,0.012211077,1.0,0.32764363388308604
0.14128385941337002,-0.042430604445735876,0.020933276,1.0,1.0493549580637815
0.0327286769093042,0.5492913079030675,0.029655473,1.0,0.4507191694547678
0.22435592241237232,1.0072122503259218,0.038377672,1.0,0.18611804367446705
-0.10973374719078699,0.7156673326239765,0.04709987,1.0,0.3247181073151153
1.042115293968965,1.3558347659669234,0.055822067,1.0,1.0485192941646757
0.1492738953191982,0.9568045187508194,0.06454427,1.0,0.0951049893910936
1.116234612464062,0.5261888434239758,0.07326646,1.0,1.1455477201540794
0.7856514791250604,-0.8766303094235184,0.08198866,1.0,2.004216226175718
-0.17250872043753535,-0.27639192545730645,0.090710856,1.0,1.303250126718799
-1.248915871098029,-1.4259652313163587,0.09943306,1.0,2.775491333718956
0.003396074791199799,0.9292967887282761,0.10815526,1.0,0.12638603945747223
0.6731644292522437,1.0982167631432942,0.11687745,1.0,0.5648909061473129
-0.5971003252798015,-0.281990629295924,0.12559965,1.0,1.4716641015775254
1.0594669024969943,0.5491940601180235,0.13432185,1.0,1.0291352503886642
0.9145989873423017,0.4672796048229791,0.14304405,1.0,0.9375969500669488
0.20167998102935242,0.36455304968054913,0.15176624,1.0,0.6374042737649599
1.4635724272134345,0.3079916674364105,0.16048844,1.0,1.4754332957031646
0.5484131571667435,0.4224031370163481,0.16921064,1.0,0.690950566360684
-0.5615785397106179,0.695431273724016,0.17793284,1.0,0.7997744617996232
1.1948146711158831,0.2557275016981626,0.18665503,1.0,1.2531270540944222
0.44706585820982897,0.46722732679167095,0.19537723,1.0,0.589231607169621
0.6114314489802364,0.31688352559863275,0.20409943,1.0,0.7953411163048655
-0.7411613606805445,1.1163650943437462,0.21282163,1.0,0.9610537870948872
0.17756187597764622,0.9928162850414222,0.22154383,1.0,0.04456476231542738
-0.04622317404222537,-0.499027617675105,0.23026602,1.0,1.5243129839290945
-0.2895439795221665,-0.12711406803847974,0.23898822,1.0,1.2448824877481366
1.1113826393577382,-0.1989957399742719,0.24771042,1.0,1.4776740124150431
0.8752543489898575,0.8932805497570762,0.25643262,1.0,0.6279565059223039
0.6901738631404606,-0.7864405630361928,0.2651548,1.0,1.8363036484453938
-0.15974644810072947,0.08600911642597514,0.27387702,1.0,1.0116366182301484
-0.7862892230726343,0.4352302548959959,0.2825992,1.0,1.20891990055733
-0.49887797911058135,-0.7867755298162376,0.29132143,1.0,1.9537097788844708
0.9347243881826082,0.8965796630625822,0.3000436,1.0,0.6430516845327021
0.5913179889863462,0.8695749269443157,0.3087658,1.0,0.31120160536629066
0.4229077833343769,0.476488385932551,0.317488,1.0,0.5340203561492507
0.06431752157912463,0.339761363382504,0.3262102,1.0,0.7102836280620509
0.6921311953725849,0.3103307169727552,0.33493242,1.0,0.7766818428925633
-0.1364260708213334,-1.0659919773778288,0.3436546,1.0,2.121037552964542
0.5717989705957872,1.000895344970235,0.3523768,1.0,0.2194239973010757
-0.18601200044260424,2.229484462256539,0.361099,1.0,1.3457200636594366
1.1284347829121493,0.19580610181640734,0.3698212,1.0,1.1055416744992161
1.5287017413353896,0.01610039939669894,0.3785434,1.0,1.5135794112667857
1.776194488902671,0.6892936928968496,0.3872656,1.0,1.4232574846815615
0.5576009807475488,1.1498518322115734,0.39598778,1.0,0.22039600330548886
-0.12091287898306025,0.911902758349004,0.40471,1.0,0.5329545336114093
0.08330582064231612,0.4072636058247186,0.41343218,1.0,0.6784687510288688
-0.5549755464967505,1.2001940477602309,0.4221544,1.0,0.9974269843449033
-0.36161408645098525,0.9181526954320873,0.43087658,1.0,0.7967059919926291
0.8383584257758314,0.7953835182075069,0.43959877,1.0,0.44819322584751015
0.4089768649571814,1.2347125834689308,0.44832098,1.0,0.23798730265953755
-0.5171022700356258,-0.21389427525587024,0.45704317,1.0,1.5564378078937744
-0.21374832932260557,-0.15979786054779888,0.4657654,1.0,1.3441986407035111
0.5530799373450931,0.6851683206543445,0.47448757,1.0,0.32449306082643997
0.6121797267380706,-0.7200483510991404,0.48320976,1.0,1.7248766861544889
0.8878816630306093,-0.2653882452755604,0.49193197,1.0,1.325889727953496
1.6890747752469568,0.5230725545984027,0.50065416,1.0,1.2805480650570087
1.7042540640096862,-0.152050373438662,0.50937635,1.0,1.6598050531243644
-0.4638214107059089,0.7189562040465423,0.51809853,1.0,1.021348317274682
1.7944336404054306,0.6613622976053214,0.5268208,1.0,1.312066235616126
0.6863795513463767,0.7758280531218914,0.53554296,1.0,0.2701938915966003
1.1470364429951692,1.739569244450462,0.54426515,1.0,0.9540942820267269
0.9859088829888175,0.9751984999081049,0.55298734,1.0,0.4336313835397835
0.12621257689791343,0.6992135461835494,0.5617095,1.0,0.5292731438783386
-0.3112297473416966,0.9603432500470148,0.57043177,1.0,0.8825529383431321
-0.5443077781629517,0.5953803543949525,0.57915395,1.0,1.1941035601054208
0.6789882671190359,-1.0770542196809467,0.58787614,1.0,2.079051623024927
-0.037877226322478974,1.8669593856294209,0.5965983,1.0,1.0743266588115226
1.0004518017866744,0.9512870675858811,0.6053205,1.0,0.398122714041807
0.1326588463094442,-0.9376119112329789,0.61404276,1.0,1.9965145606561334
0.45269974839803245,0.6947466528423485,0.62276495,1.0,0.3494306494096755
1.2815042251091542,0.4362202760183991,0.63148713,1.0,0.8604474423850148
