epoch,train_loss,val_loss
1,0.36178286498659973,0.23979890919648683
2,0.2710442980686268,0.18331812494076216
3,0.22504204157349114,0.15579644647928384
4,0.18732332922778763,0.10017884178803517
5,0.14934118029537735,0.08486067274442086
6,0.13447659457480157,0.07281491848138663
7,0.12167255054195444,0.06415929745596188
8,0.10985178943280574,0.057411257177591324
9,0.10022906203578402,0.049840766649979815
10,0.09178929137704256,0.04029405303299427
11,0.08809984511845595,0.03771821781992912
12,0.08240641109072246,0.039420029864861414
13,0.07599404451626164,0.03599359424641499
14,0.07092732717315633,0.032838793543095775
15,0.06971162007926228,0.02244324666949419
16,0.06512333371943527,0.023142603011085436
17,0.062267982954537116,0.019757408129337888
18,0.063318198859379,0.02211701522509639
19,0.05680712434899557,0.02189348767010065
20,0.05763042445939321,0.021463571008867942
21,0.05399978666247188,0.024733135297607917
22,0.05474531414781834,0.02074805611314682
23,0.05266948475443817,0.012608084469460525
24,0.05204226598925107,0.019188455664194547
25,0.04892058757791569,0.019286082627681587
26,0.049029801092989794,0.015823353816253636
27,0.04502293785343637,0.011809133566342868
28,0.04460082407649997,0.01653204722186694
29,0.040897514742727466,0.018353792552191477
30,0.04510110172514732,0.01839859153215702
31,0.04283888359274064,0.013386404840275645
32,0.04043746073372089,0.010828063751642521
33,0.038275224260881646,0.01358502608938859
34,0.03866869388994845,0.009393233859625
35,0.03757661304899029,0.013932650317796148
36,0.03594141203415144,0.013258419572733916
37,0.03636529700426789,0.01047889282926917
38,0.03860495473955061,0.009381455834954977
39,0.03439783445605031,0.010713535298306782
40,0.03555256767862743,0.008679192172936522
41,0.030962624059586257,0.013596874661743641
42,0.03225557808927097,0.005367399229166599
43,0.0319434312608588,0.00971673966313784
44,0.031146865168755703,0.00795144086273817
45,0.029263773802798113,0.008181632854617558
46,0.031238452375091454,0.0076285074285876294
47,0.028628993128146325,0.007661220581772236
48,0.029428545961977092,0.004856348360100618
49,0.028984499951967828,0.006354116906340306
50,0.026634745599402414,0.005641096916336279
51,0.029479475721221914,0.009602540709937993
52,0.02804383733212114,0.005717228883160994
53,0.027093884883565712,0.005451178214011284
54,0.027976280400672786,0.007447775023487898
55,0.026259484899497323,0.013274767400267033
56,0.029458028964463857,0.006339667185854454
57,0.029035609130832283,0.005256498877245646
58,0.025978674158011073,0.005192189128138125
59,0.025495440321420874,0.007339716602403384
60,0.025803602014023524,0.0047389758535875725
61,0.0249448672418932,0.00893537920469848
62,0.024035917194495042,0.004564131430995006
63,0.0225404969716145,0.006537333157701561
64,0.025458524049214133,0.005360026378184557
65,0.026731069740298746,0.007495794158715468
66,0.023809470822448497,0.005503297855074589
67,0.024457031932587806,0.005666822302513397
68,0.023742914043523213,0.00510365657436733
69,0.02548118951320127,0.005020083698372428
70,0.02452528023753654,0.005062348746622984
71,0.022299316672647333,0.005431899693436348
72,0.02393976715556183,0.007515738539111156
73,0.02213446821665743,0.005204297011145032
74,0.02275914638596294,0.005734042730182409
75,0.022566366844673776,0.005745297512755944
76,0.023000710155372018,0.007059489206697505
77,0.02213510887541033,0.006296849003634774
78,0.023058071986518124,0.006554042669729545
79,0.023237706585363907,0.006289845395188492
80,0.023370601689456018,0.004189638492579644
81,0.02038201750614322,0.005513038557882492
82,0.020710973189557558,0.004460551990912511
83,0.02181209930889569,0.004799877006847125
84,0.01877414221204557,0.003455370789966904
85,0.022601761353703644,0.009735082491086079
86,0.021176597637521638,0.0053553138143168045
87,0.023157265180578597,0.004028374938151011
88,0.021494930795673932,0.003591178235812829
89,0.02172064028641248,0.005641510620569954
90,0.020699277367130235,0.0030938448975435817
91,0.020823431158946318,0.0032579585856113294
92,0.020056558020699482,0.0029928569968503257
93,0.021718266151415613,0.00405566911929502
94,0.02220101998402522,0.003789388073178438
95,0.018934726301528565,0.0041426848620176315
96,0.02086464795642174,0.0034692770837304685
97,0.01999168573891731,0.010330656346363517
98,0.019880294757471842,0.0040308588829178075
99,0.02057034668831767,0.00450770238127846
100,0.01916443220815146,0.0062493473882428725
101,0.02043187083559228,0.004759282867710751
102,0.01902968301014467,0.0033437748833631095
103,0.018711692819671406,0.005103233503177762
104,0.019568639110539344,0.003757209427511463
105,0.018851544344927987,0.0037907557651543845
106,0.020442935719539028,0.004446516082120629
107,0.018954091933327956,0.0028027534269942688
108,0.019786099893516384,0.0031602898917089286
109,0.018989575010809032,0.002303139127504367
110,0.018208550406502676,0.0036141056961451587
111,0.0175837690134409,0.0028792025270656897
112,0.01979663674361431,0.0039223280305472705
113,0.017187697405868268,0.004076083414614773
114,0.01870129804185533,0.0050679288016488916
115,0.019672289298573783,0.0042944366578012705
116,0.019358680840790062,0.004930960730864451
117,0.018858529659886877,0.004095001728273928
118,0.01622574453378891,0.0034022332849697424
119,0.016680395448827868,0.003716868133499072
120,0.0199234143430302,0.004204344416323762
121,0.017711367676282053,0.0028328547487035394
122,0.017690818263478316,0.005480925373446483
123,0.01765814366086119,0.004490019055083394
124,0.017666978382186352,0.0031870037245635805
125,0.017579512641328822,0.004062247238695049
126,0.01747815826113199,0.004319208933828542
127,0.017763183546623776,0.004140252498193429
128,0.017832320281206727,0.0026743849246905972
129,0.018512054094132948,0.003197225473391322
130,0.01783024257218296,0.003416856061309003
131,0.017385229640933392,0.0028542665800509546
132,0.017637659007540114,0.0064114902813274125
133,0.016899158826449535,0.0033647678076074673
134,0.017917327908473415,0.004895796891874992
135,0.01921132765547535,0.004177469169147885
136,0.017094783615190665,0.0025241093423504094
137,0.017247574019630056,0.002411484413851912
138,0.017690109540024524,0.004394827195658133
139,0.016435063753433368,0.003390011735833608
140,0.016477249114989087,0.0026574358881379548
141,0.016449957055371854,0.0038638629126720703
142,0.015630721617685434,0.003982253256253898
143,0.016755452223278424,0.0051558464675998455
144,0.018195582947765406,0.0047492427536501335
145,0.018911647618507277,0.0022098982635025796
146,0.01449923627111097,0.001973291178448842
147,0.01679737480695952,0.0025072821702521583
148,0.017070676932775683,0.0026778037695643995
149,0.016167930853260043,0.004958683262185122
150,0.015771834813123504,0.003092118091164873
151,0.014380108512990125,0.00264602444636134
152,0.016168690402177978,0.0017940925273041313
153,0.018160044560795063,0.0028949744927768526
154,0.015909889120269905,0.0021955640762686157
155,0.015240205668394903,0.0037386113634476294
156,0.015308205591892447,0.0018845681065263657
157,0.015668074939061295,0.0038244701438368512
158,0.015874178870092636,0.0035137134210134926
